sessionID,command_id,distance,direction,anomalyScore,isAnomaly
CLI-20260723-015458,11,1.83313,-2.23864,6.63237e-06,0
CLI-20260723-015513,2,8.43241,-1.5708,0.00273115,1
CLI-20260723-015513,3,12.5865,1.5708,6.84098e-05,0
CLI-20260723-015513,4,7.38287,1.5708,1.84257e-05,0
CLI-20260723-015513,5,8.4859,0,2.04037e-05,0
CLI-20260723-015513,6,6.41668,1.5708,0.00124782,1
CLI-20260723-015513,7,1.02275,1.67232,0.000603365,1
CLI-20260723-015513,8,0.840066,0.329951,1.78663e-05,0
CLI-20260723-015513,9,1.59618,-0.428501,0.000103811,0
CLI-20260723-015513,10,1.7413,1.82575,0.00192792,1
CLI-20260723-015513,11,0.629299,-1.65832,0.00196319,1
CLI-20260723-015529,2,7.27206,1.5708,6.84157e-05,0
CLI-20260723-015529,3,19.7276,0,0.000132325,0
CLI-20260723-015529,4,14.9026,0,0.0188169,1
CLI-20260723-015529,5,11.1508,3.14159,0.00329804,1
CLI-20260723-015529,6,19.6568,0,0.0299598,1
CLI-20260723-015529,8,0.190476,0.279844,0.000827476,1
CLI-20260723-015529,10,0.09758,-1.47613,0.0156192,1
CLI-20260723-015551,2,17.1851,-1.5708,0.00778822,1
CLI-20260723-015551,3,17.7605,0,0.000543565,1
CLI-20260723-015551,4,15.4486,-1.5708,0.0298237,1
CLI-20260723-015551,5,19.8632,3.14159,0.0183626,1
CLI-20260723-015551,6,17.7671,1.5708,0.0108759,1
CLI-20260723-015551,7,1.922,1.27031,0.000394532,1
CLI-20260723-015551,8,1.07775,-2.4913,0.000141909,0
CLI-20260723-015551,9,0.72617,2.09783,1.93507e-05,0
CLI-20260723-015551,10,0.343633,-1.63192,5.81675e-05,0
CLI-20260723-015551,11,0.698061,1.38938,1.73523e-05,0
CLI-20260723-015621,2,1997.63,1.39674,625.767,1
CLI-20260723-015621,3,4330.98,-0.120223,3014.47,1
CLI-20260723-015621,4,6569.49,0.331914,7004.55,1
CLI-20260723-015621,5,5492.3,-0.708182,4805.52,1
CLI-20260723-015621,6,2677.61,-2.94607,1133.94,1
CLI-20260723-015621,7,1.26949,-2.12777,0.026423,1
CLI-20260723-015621,11,0.24772,-2.37972,0.0212869,1
