timestamp,source,sessionID,current_function,current_command,filename,parent_id,current_id,x,y,distance,direction,distance_moved,instruction_pointer,stack_pointer,frame_pointer,rax,rbx,rcx,rdx,rsi,call_depthobstructed?call_depth,response_time(ns)
20260723-010121,server,CLI-20260723-010121,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,11.0602,1.11024,0,101178741058726,140733794257224,140733794257232,140733794257360,140733794257360,139865839231104,3,140733794258328,n/a,2, 
20260723-010121,server,CLI-20260723-010121,handle_request()RECEIVED_MOVE,move, ,1,3,4.9334,9.94342,0.446713,-1.89226,11.1,101178741058726,140733794257224,140733794257232,140733794257360,140733794257360,139865839231104,3,140733794258328,n/a,3, 
20260723-010121,server,CLI-20260723-010121,handle_request()RECEIVED_MOVE,move, ,1,4,4.79122,9.51647,5.13674,-2.16469,0.45,101178741058726,140733794257224,140733794257232,140733794257360,140733794257360,139865839231104,3,140733794258328,n/a,4, 
20260723-010121,server,CLI-20260723-010121,handle_request()RECEIVED_MOVE,move, ,1,5,1.90933,5.2483,1.43655,-2.53391,5.15,101178741058726,140733794257224,140733794257232,140733794257360,140733794257360,139865839231104,3,140733794258328,n/a,5, 
20260723-010121,server,CLI-20260723-010121,handle_request()RECEIVED_MOVE,move, ,1,6,0.718926,4.4204,5.70909,0.326981,1.45,101178741058726,140733794257224,140733794257232,140733794257360,140733794257360,139865839231104,3,140733794258328,n/a,6, 
20260723-010121,server,CLI-20260723-010121,handle_request()RECEIVED_MOVE,move, ,1,7,6.16427,6.26721,3.45708,-1.32331,5.75,101178741058726,140733794257224,140733794257232,140733794257360,140733794257360,139865839231104,3,140733794258328,n/a,7, 
20260723-010121,server,CLI-20260723-010121,handle_request()RECEIVED_MOVE,move, ,1,9,7.02164,2.87385,4.20571,0.852531,3.5,101178741058726,140733794257224,140733794257232,140733794257360,140733794257360,139865839231104,3,140733794258328,n/a,9, 
20260723-010121,server,CLI-20260723-010121,handle_request()RECEIVED_MOVE,move, ,1,10,9.81848,6.07388,5.72286,3.07577,4.25,101178741058726,140733794257224,140733794257232,140733794257360,140733794257360,139865839231104,3,140733794258328,n/a,10, 
20260723-010121,server,CLI-20260723-010121,handle_request()RECEIVED_MOVE,move, ,1,11,4.08093,6.45211,0.529899,-1.15954,5.75,101178741058726,140733794257224,140733794257232,140733794257360,140733794257360,139865839231104,3,140733794258328,n/a,11, 
20260723-010144,server,CLI-20260723-010136,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,4.75443,0.97665,0,96854298279078,140722501875816,140722501875824,140722501875952,140722501875952,138876916719744,3,140722501876920,n/a,2, 
20260723-010144,server,CLI-20260723-010136,handle_request()RECEIVED_MOVE,move, ,1,3,2.68705,3.97741,3.73708,0.385587,4.8,96854298279078,140722501875816,140722501875824,140722501875952,140722501875952,138876916719744,3,140722501876920,n/a,3, 
20260723-010144,server,CLI-20260723-010136,handle_request()RECEIVED_MOVE,move, ,1,4,6.16171,5.38779,3.32885,3.12612,3.75,96854298279078,140722501875816,140722501875824,140722501875952,140722501875952,138876916719744,3,140722501876920,n/a,4, 
20260723-010144,server,CLI-20260723-010136,handle_request()RECEIVED_MOVE,move, ,1,5,2.81212,5.43962,0.75439,-2.45265,3.35,96854298279078,140722501875816,140722501875824,140722501875952,140722501875952,138876916719744,3,140722501876920,n/a,5, 
20260723-010144,server,CLI-20260723-010136,handle_request()RECEIVED_MOVE,move, ,1,6,2.19458,4.93104,6.54974,-0.290763,0.8,96854298279078,140722501875816,140722501875824,140722501875952,140722501875952,138876916719744,3,140722501876920,n/a,6, 
20260723-010144,server,CLI-20260723-010136,handle_request()RECEIVED_MOVE,move, ,1,7,8.46965,3.05327,2.72085,2.59262,6.55,96854298279078,140722501875816,140722501875824,140722501875952,140722501875952,138876916719744,3,140722501876920,n/a,7, 
20260723-010144,server,CLI-20260723-010136,handle_request()RECEIVED_MOVE,move, ,1,8,6.12373,4.48826,2.33495,1.6494,2.75,96854298279078,140722501875816,140722501875824,140722501875952,140722501875952,138876916719744,3,140722501876920,n/a,8, 
20260723-010144,server,CLI-20260723-010136,handle_request()RECEIVED_MOVE,move, ,1,9,5.9392,6.831,4.89613,-3.01922,2.35,96854298279078,140722501875816,140722501875824,140722501875952,140722501875952,138876916719744,3,140722501876920,n/a,9, 
20260723-010144,server,CLI-20260723-010136,handle_request()RECEIVED_MOVE,move, ,1,10,1.07584,6.23285,0.915981,2.3751,4.9,96854298279078,140722501875816,140722501875824,140722501875952,140722501875952,138876916719744,3,140722501876920,n/a,10, 
20260723-010144,server,CLI-20260723-010136,handle_request()RECEIVED_MOVE,move, ,1,11,0.391508,6.89178,1.96945,-0.155305,0.95,96854298279078,140722501875816,140722501875824,140722501875952,140722501875952,138876916719744,3,140722501876920,n/a,11, 
20260723-010158,server,CLI-20260723-010158,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,3.21638,0.246905,0,95041540234406,140736439906040,140736439906048,140736439906176,140736439906176,128282578772096,3,140736439907144,n/a,2, 
20260723-010159,server,CLI-20260723-010158,handle_request()RECEIVED_MOVE,move, ,1,3,3.15144,0.794313,2.02806,2.73642,3.25,95041540234406,140736439906040,140736439906048,140736439906176,140736439906176,128282578772096,3,140736439907144,n/a,3, 
20260723-010159,server,CLI-20260723-010158,handle_request()RECEIVED_MOVE,move, ,1,4,1.26742,1.60238,7.03202,1.43933,2.05,95041540234406,140736439906040,140736439906048,140736439906176,140736439906176,128282578772096,3,140736439907144,n/a,4, 
20260723-010159,server,CLI-20260723-010158,handle_request()RECEIVED_MOVE,move, ,1,5,2.19162,8.59154,1.52135,-0.611849,7.05,95041540234406,140736439906040,140736439906048,140736439906176,140736439906176,128282578772096,3,140736439907144,n/a,5, 
20260723-010159,server,CLI-20260723-010158,handle_request()RECEIVED_MOVE,move, ,1,6,3.46043,7.70125,3.76741,-1.94648,1.55,95041540234406,140736439906040,140736439906048,140736439906176,140736439906176,128282578772096,3,140736439907144,n/a,6, 
20260723-010159,server,CLI-20260723-010158,handle_request()RECEIVED_MOVE,move, ,1,7,2.06619,4.16627,0.806296,3.13708,3.8,95041540234406,140736439906040,140736439906048,140736439906176,140736439906176,128282578772096,3,140736439907144,n/a,7, 
20260723-010159,server,CLI-20260723-010158,handle_request()RECEIVED_MOVE,move, ,1,8,1.2162,4.1701,2.53635,-0.090219,0.85,95041540234406,140736439906040,140736439906048,140736439906176,140736439906176,128282578772096,3,140736439907144,n/a,8, 
20260723-010159,server,CLI-20260723-010158,handle_request()RECEIVED_MOVE,move, ,1,9,3.75583,3.94035,0.926599,-0.760434,2.55,95041540234406,140736439906040,140736439906048,140736439906176,140736439906176,128282578772096,3,140736439907144,n/a,9, 
20260723-010159,server,CLI-20260723-010158,handle_request()RECEIVED_MOVE,move, ,1,10,4.44414,3.28558,4.48578,2.94499,0.95,95041540234406,140736439906040,140736439906048,140736439906176,140736439906176,128282578772096,3,140736439907144,n/a,10, 
20260723-010159,server,CLI-20260723-010158,handle_request()RECEIVED_MOVE,move, ,1,11,0.0308322,4.16461,8.78345,0.017909,4.5,95041540234406,140736439906040,140736439906048,140736439906176,140736439906176,128282578772096,3,140736439907144,n/a,11, 
20260723-010216,server,CLI-20260723-010213,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,2.82808,0.597123,0,104248020040870,140727697827592,140727697827600,140727697827728,140727697827728,135853247160448,3,140727697828696,n/a,2, 
20260723-010216,server,CLI-20260723-010213,handle_request()RECEIVED_MOVE,move, ,1,3,2.35683,1.60246,1.8423,2.45225,2.85,104248020040870,140727697827592,140727697827600,140727697827728,140727697827728,135853247160448,3,140727697828696,n/a,3, 
20260723-010216,server,CLI-20260723-010213,handle_request()RECEIVED_MOVE,move, ,1,4,0.92925,2.77912,8.7759,0.143148,1.85,104248020040870,140727697827592,140727697827600,140727697827728,140727697827728,135853247160448,3,140727697828696,n/a,4, 
20260723-010216,server,CLI-20260723-010213,handle_request()RECEIVED_MOVE,move, ,1,5,9.63924,4.03452,6.90137,3.13188,8.8,104248020040870,140727697827592,140727697827600,140727697827728,140727697827728,135853247160448,3,140727697828696,n/a,5, 
20260723-010216,server,CLI-20260723-010213,handle_request()RECEIVED_MOVE,move, ,1,6,2.68957,4.10201,3.23666,-1.47529,6.95,104248020040870,140727697827592,140727697827600,140727697827728,140727697827728,135853247160448,3,140727697828696,n/a,6, 
20260723-010216,server,CLI-20260723-010213,handle_request()RECEIVED_MOVE,move, ,1,7,2.9995,0.86682,2.40831,2.09698,3.25,104248020040870,140727697827592,140727697827600,140727697827728,140727697827728,135853247160448,3,140727697828696,n/a,7, 
20260723-010216,server,CLI-20260723-010213,handle_request()RECEIVED_MOVE,move, ,1,8,1.76901,2.98541,0.166955,1.99242,2.45,104248020040870,140727697827592,140727697827600,140727697827728,140727697827728,135853247160448,3,140727697828696,n/a,8, 
20260723-010216,server,CLI-20260723-010213,handle_request()RECEIVED_MOVE,move, ,1,9,1.68716,3.16789,1.77566,-2.46907,0.2,104248020040870,140727697827592,140727697827600,140727697827728,140727697827728,135853247160448,3,140727697828696,n/a,9, 
20260723-010216,server,CLI-20260723-010213,handle_request()RECEIVED_MOVE,move, ,1,10,0.279114,2.04656,3.09378,0.843442,1.8,104248020040870,140727697827592,140727697827600,140727697827728,140727697827728,135853247160448,3,140727697828696,n/a,10, 
20260723-010216,server,CLI-20260723-010213,handle_request()RECEIVED_MOVE,move, ,1,11,2.34029,4.36206,1.42986,-0.480188,3.1,104248020040870,140727697827592,140727697827600,140727697827728,140727697827728,135853247160448,3,140727697828696,n/a,11, 
20260723-010311,server,CLI-20260723-010309,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,11.5782,0.861509,0,97739494911142,140733105213032,140733105213040,140733105213168,140733105213168,128997493694592,3,140733105214136,n/a,2, 
20260723-010311,server,CLI-20260723-010309,handle_request()RECEIVED_MOVE,move, ,1,3,7.555,8.80238,0.194562,-2.66882,11.6,97739494911142,140733105213032,140733105213040,140733105213168,140733105213168,128997493694592,3,140733105214136,n/a,3, 
20260723-010311,server,CLI-20260723-010309,handle_request()RECEIVED_MOVE,move, ,1,4,7.37694,8.71131,8.75852,-2.21109,0.2,97739494911142,140733105213032,140733105213040,140733105213168,140733105213168,128997493694592,3,140733105214136,n/a,4, 
20260723-010311,server,CLI-20260723-010309,handle_request()RECEIVED_MOVE,move, ,1,6,2.11953,1.65442,6.12534,0.758139,8.8,97739494911142,140733105213032,140733105213040,140733105213168,140733105213168,128997493694592,3,140733105214136,n/a,6, 
20260723-010311,server,CLI-20260723-010309,handle_request()RECEIVED_MOVE,move, ,1,7,6.58515,5.88299,0.420556,1.48638,6.15,97739494911142,140733105213032,140733105213040,140733105213168,140733105213168,128997493694592,3,140733105214136,n/a,7, 
20260723-010311,server,CLI-20260723-010309,handle_request()RECEIVED_MOVE,move, ,1,8,6.62309,6.33139,3.37538,1.98917,0.45,97739494911142,140733105213032,140733105213040,140733105213168,140733105213168,128997493694592,3,140733105214136,n/a,8, 
20260723-010311,server,CLI-20260723-010309,handle_request()RECEIVED_MOVE,move, ,1,9,5.24175,9.43814,0.403783,-1.92812,3.4,97739494911142,140733105213032,140733105213040,140733105213168,140733105213168,128997493694592,3,140733105214136,n/a,9, 
20260723-010311,server,CLI-20260723-010309,handle_request()RECEIVED_MOVE,move, ,1,10,5.08436,9.01656,1.67062,-0.411148,0.45,97739494911142,140733105213032,140733105213040,140733105213168,140733105213168,128997493694592,3,140733105214136,n/a,10, 
20260723-010311,server,CLI-20260723-010309,handle_request()RECEIVED_MOVE,move, ,1,11,6.64268,8.33714,0.075285,2.67397,1.7,97739494911142,140733105213032,140733105213040,140733105213168,140733105213168,128997493694592,3,140733105214136,n/a,11, 
20260723-010326,server,CLI-20260723-010325,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,11.1422,1.07209,0,97975084715174,140722071245304,140722071245312,140722071245440,140722071245440,125018565107840,3,140722071246408,n/a,2, 
20260723-010326,server,CLI-20260723-010325,handle_request()RECEIVED_MOVE,move, ,1,3,5.33292,9.79196,4.67381,-0.575584,11.15,97975084715174,140722071245304,140722071245312,140722071245440,140722071245440,125018565107840,3,140722071246408,n/a,3, 
20260723-010326,server,CLI-20260723-010325,handle_request()RECEIVED_MOVE,move, ,1,4,9.27563,7.23363,0.056069,-1.33886,4.7,97975084715174,140722071245304,140722071245312,140722071245440,140722071245440,125018565107840,3,140722071246408,n/a,4, 
20260723-010326,server,CLI-20260723-010325,handle_request()RECEIVED_MOVE,move, ,1,5,9.29862,7.13631,6.66029,-1.79887,0.1,97975084715174,140722071245304,140722071245312,140722071245440,140722071245440,125018565107840,3,140722071246408,n/a,5, 
20260723-010326,server,CLI-20260723-010325,handle_request()RECEIVED_MOVE,move, ,1,6,7.78376,0.60981,1.31769,0.097088,6.7,97975084715174,140722071245304,140722071245312,140722071245440,140722071245440,125018565107840,3,140722071246408,n/a,6, 
20260723-010326,server,CLI-20260723-010325,handle_request()RECEIVED_MOVE,move, ,1,7,9.1274,0.740673,3.02699,-2.98812,1.35,97975084715174,140722071245304,140722071245312,140722071245440,140722071245440,125018565107840,3,140722071246408,n/a,7, 
20260723-010326,server,CLI-20260723-010325,handle_request()RECEIVED_MOVE,move, ,1,8,6.11325,0.274425,2.95681,1.23373,3.05,97975084715174,140722071245304,140722071245312,140722071245440,140722071245440,125018565107840,3,140722071246408,n/a,8, 
20260723-010326,server,CLI-20260723-010325,handle_request()RECEIVED_MOVE,move, ,1,9,7.10541,3.10561,1.64348,-0.47032,3,97975084715174,140722071245304,140722071245312,140722071245440,140722071245440,125018565107840,3,140722071246408,n/a,9, 
20260723-010326,server,CLI-20260723-010325,handle_request()RECEIVED_MOVE,move, ,1,10,8.57626,2.35788,3.77551,2.18866,1.65,97975084715174,140722071245304,140722071245312,140722071245440,140722071245440,125018565107840,3,140722071246408,n/a,10, 
20260723-010326,server,CLI-20260723-010325,handle_request()RECEIVED_MOVE,move, ,1,11,6.37493,5.45532,3.74623,0.864952,3.8,97975084715174,140722071245304,140722071245312,140722071245440,140722071245440,125018565107840,3,140722071246408,n/a,11, 
20260723-010421,server,CLI-20260723-010419,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,3.50736,1.21862,0,94782728662182,140723971992712,140723971992720,140723971992848,140723971992848,137985176232064,3,140723971993816,n/a,2, 
20260723-010421,server,CLI-20260723-010419,handle_request()RECEIVED_MOVE,move, ,1,3,1.22453,3.33212,6.14361,0.267734,3.55,94782728662182,140723971992712,140723971992720,140723971992848,140723971992848,137985176232064,3,140723971993816,n/a,3, 
20260723-010421,server,CLI-20260723-010419,handle_request()RECEIVED_MOVE,move, ,1,4,7.15542,4.95908,6.33115,2.54367,6.15,94782728662182,140723971992712,140723971992720,140723971992848,140723971992848,137985176232064,3,140723971993816,n/a,4, 
20260723-010421,server,CLI-20260723-010419,handle_request()RECEIVED_MOVE,move, ,1,5,1.90709,8.53364,3.34705,-1.76293,6.35,94782728662182,140723971992712,140723971992720,140723971992848,140723971992848,137985176232064,3,140723971993816,n/a,5, 
20260723-010421,server,CLI-20260723-010419,handle_request()RECEIVED_MOVE,move, ,1,6,1.26741,5.24528,5.07514,1.12558,3.35,94782728662182,140723971992712,140723971992720,140723971992848,140723971992848,137985176232064,3,140723971993816,n/a,6, 
20260723-010421,server,CLI-20260723-010419,handle_request()RECEIVED_MOVE,move, ,1,7,3.46373,9.84813,2.07871,-0.240656,5.1,94782728662182,140723971992712,140723971992720,140723971992848,140723971992848,137985176232064,3,140723971993816,n/a,7, 
20260723-010421,server,CLI-20260723-010419,handle_request()RECEIVED_MOVE,move, ,1,9,5.50321,9.34761,1.2745,-3.0198,2.1,94782728662182,140723971992712,140723971992720,140723971992848,140723971992848,137985176232064,3,140723971993816,n/a,9, 
20260723-010421,server,CLI-20260723-010419,handle_request()RECEIVED_MOVE,move, ,1,10,4.21284,9.18968,3.03044,-3.01354,1.3,94782728662182,140723971992712,140723971992720,140723971992848,140723971992848,137985176232064,3,140723971993816,n/a,10, 
20260723-010421,server,CLI-20260723-010419,handle_request()RECEIVED_MOVE,move, ,1,11,1.18781,8.80019,0.433892,-1.18151,3.05,94782728662182,140723971992712,140723971992720,140723971992848,140723971992848,137985176232064,3,140723971993816,n/a,11, 
20260723-010457,server,CLI-20260723-010455,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,5.97998,1.35098,0,110940728704166,140731916362872,140731916362880,140731916363008,140731916363008,127252635967616,3,140731916363976,n/a,2, 
20260723-010458,server,CLI-20260723-010455,handle_request()RECEIVED_MOVE,move, ,1,4,1.30832,5.85562,1.57343,1.71205,6,110940728704166,140731916362872,140731916362880,140731916363008,140731916363008,127252635967616,3,140731916363976,n/a,4, 
20260723-010458,server,CLI-20260723-010455,handle_request()RECEIVED_MOVE,move, ,1,5,1.08307,7.43969,6.45425,-0.813227,1.6,110940728704166,140731916362872,140731916362880,140731916363008,140731916363008,127252635967616,3,140731916363976,n/a,5, 
20260723-010458,server,CLI-20260723-010455,handle_request()RECEIVED_MOVE,move, ,1,6,5.54959,2.71738,1.62781,2.89521,6.5,110940728704166,140731916362872,140731916362880,140731916363008,140731916363008,127252635967616,3,140731916363976,n/a,6, 
20260723-010458,server,CLI-20260723-010455,handle_request()RECEIVED_MOVE,move, ,1,7,3.94942,3.11981,4.08773,1.93647,1.65,110940728704166,140731916362872,140731916362880,140731916363008,140731916363008,127252635967616,3,140731916363976,n/a,7, 
20260723-010458,server,CLI-20260723-010455,handle_request()RECEIVED_MOVE,move, ,1,8,2.48334,6.94872,3.22119,1.87134,4.1,110940728704166,140731916362872,140731916362880,140731916363008,140731916363008,127252635967616,3,140731916363976,n/a,8, 
20260723-010458,server,CLI-20260723-010455,handle_request()RECEIVED_MOVE,move, ,1,9,1.52122,10.053,1.44115,-1.74926,3.25,110940728704166,140731916362872,140731916362880,140731916363008,140731916363008,127252635967616,3,140731916363976,n/a,9, 
20260723-010458,server,CLI-20260723-010455,handle_request()RECEIVED_MOVE,move, ,1,10,1.26382,8.62608,8.74426,-0.168009,1.45,110940728704166,140731916362872,140731916362880,140731916363008,140731916363008,127252635967616,3,140731916363976,n/a,10, 
20260723-010458,server,CLI-20260723-010455,handle_request()RECEIVED_MOVE,move, ,1,11,9.89061,7.1629,3.80849,-2.38349,8.75,110940728704166,140731916362872,140731916362880,140731916363008,140731916363008,127252635967616,3,140731916363976,n/a,11, 
20260723-010512,server,CLI-20260723-010512,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,7.28877,1.41111,0,105930782674086,140727568053528,140727568053536,140727568053664,140727568053664,139530550763648,3,140727568054632,n/a,2, 
20260723-010512,server,CLI-20260723-010512,handle_request()RECEIVED_MOVE,move, ,1,3,1.16077,7.20712,2.95206,-1.71227,7.3,105930782674086,140727568053528,140727568053536,140727568053664,140727568053664,139530550763648,3,140727568054632,n/a,3, 
20260723-010512,server,CLI-20260723-010512,handle_request()RECEIVED_MOVE,move, ,1,4,0.737751,4.2371,7.06748,-0.374046,3,105930782674086,140727568053528,140727568053536,140727568053664,140727568053664,139530550763648,3,140727568054632,n/a,4, 
20260723-010512,server,CLI-20260723-010512,handle_request()RECEIVED_MOVE,move, ,1,5,7.34683,1.64287,1.15753,0.813331,7.1,105930782674086,140727568053528,140727568053536,140727568053664,140727568053664,139530550763648,3,140727568054632,n/a,5, 
20260723-010512,server,CLI-20260723-010512,handle_request()RECEIVED_MOVE,move, ,1,8,8.17133,2.51476,6.66868,2.26299,1.2,105930782674086,140727568053528,140727568053536,140727568053664,140727568053664,139530550763648,3,140727568054632,n/a,8, 
20260723-010512,server,CLI-20260723-010512,handle_request()RECEIVED_MOVE,move, ,1,9,3.89519,7.67272,3.15643,-1.81568,6.7,105930782674086,140727568053528,140727568053536,140727568053664,140727568053664,139530550763648,3,140727568054632,n/a,9, 
20260723-010512,server,CLI-20260723-010512,handle_request()RECEIVED_MOVE,move, ,1,10,3.11936,4.5682,2.64851,-2.66995,3.2,105930782674086,140727568053528,140727568053536,140727568053664,140727568053664,139530550763648,3,140727568054632,n/a,10, 
20260723-010531,server,CLI-20260723-010531,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,6.83777,1.17737,0,95625639595174,140734404530248,140734404530256,140734404530384,140734404530384,134251201290368,3,140734404531352,n/a,2, 
20260723-010531,server,CLI-20260723-010531,handle_request()RECEIVED_MOVE,move, ,1,3,2.62596,6.32668,1.11758,-2.09907,6.85,95625639595174,140734404530248,140734404530256,140734404530384,140734404530384,134251201290368,3,140734404531352,n/a,3, 
20260723-010531,server,CLI-20260723-010531,handle_request()RECEIVED_MOVE,move, ,1,4,2.04631,5.33345,1.90909,1.1855,1.15,95625639595174,140734404530248,140734404530256,140734404530384,140734404530384,134251201290368,3,140734404531352,n/a,4, 
20260723-010531,server,CLI-20260723-010531,handle_request()RECEIVED_MOVE,move, ,1,5,2.77919,7.14049,1.25261,-2.89114,1.95,95625639595174,140734404530248,140734404530256,140734404530384,140734404530384,134251201290368,3,140734404531352,n/a,5, 
20260723-010531,server,CLI-20260723-010531,handle_request()RECEIVED_MOVE,move, ,1,6,1.51975,6.81829,2.76326,0.536142,1.3,95625639595174,140734404530248,140734404530256,140734404530384,140734404530384,134251201290368,3,140734404531352,n/a,6, 
20260723-010531,server,CLI-20260723-010531,handle_request()RECEIVED_MOVE,move, ,1,7,3.92687,8.2486,1.41407,-0.955289,2.8,95625639595174,140734404530248,140734404530256,140734404530384,140734404530384,134251201290368,3,140734404531352,n/a,7, 
20260723-010531,server,CLI-20260723-010531,handle_request()RECEIVED_MOVE,move, ,1,8,4.76406,7.0647,4.75203,-1.1104,1.45,95625639595174,140734404530248,140734404530256,140734404530384,140734404530384,134251201290368,3,140734404531352,n/a,8, 
20260723-010531,server,CLI-20260723-010531,handle_request()RECEIVED_MOVE,move, ,1,9,6.8967,2.76448,5.4586,1.61128,4.8,95625639595174,140734404530248,140734404530256,140734404530384,140734404530384,134251201290368,3,140734404531352,n/a,9, 
20260723-010531,server,CLI-20260723-010531,handle_request()RECEIVED_MOVE,move, ,1,10,6.6741,8.25998,3.0932,0.309256,5.5,95625639595174,140734404530248,140734404530256,140734404530384,140734404530384,134251201290368,3,140734404531352,n/a,10, 
20260723-010531,server,CLI-20260723-010531,handle_request()RECEIVED_MOVE,move, ,1,11,9.62703,9.20346,10.4888,-2.37865,3.1,95625639595174,140734404530248,140734404530256,140734404530384,140734404530384,134251201290368,3,140734404531352,n/a,11, 
20260723-010550,server,CLI-20260723-010550,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,10.1173,1.5708,0,111102793411750,140723380840072,140723380840080,140723380840208,140723380840208,123890119073920,3,140723380841176,n/a,2, 
20260723-010550,server,CLI-20260723-010550,handle_request()RECEIVED_MOVE,move, ,1,3,3.18625e-06,10.15,5.48992,1.5708,10.15,111102793411750,140723380840072,140723380840080,140723380840208,140723380840208,123890119073920,3,140723380841176,n/a,3, 
20260723-010550,server,CLI-20260723-010550,handle_request()RECEIVED_MOVE,move, ,1,4,4.91279e-06,15.65,14.8006,1.5708,5.5,111102793411750,140723380840072,140723380840080,140723380840208,140723380840208,123890119073920,3,140723380841176,n/a,4, 
20260723-010550,server,CLI-20260723-010550,handle_request()RECEIVED_MOVE,move, ,1,5,9.57445e-06,30.5,17.2354,-1.5708,14.85,111102793411750,140723380840072,140723380840080,140723380840208,140723380840208,123890119073920,3,140723380841176,n/a,5, 
20260723-010550,server,CLI-20260723-010550,handle_request()RECEIVED_MOVE,move, ,1,6,1.49895e-05,13.25,11.4285,0,17.25,111102793411750,140723380840072,140723380840080,140723380840208,140723380840208,123890119073920,3,140723380841176,n/a,6, 
20260723-010550,server,CLI-20260723-010550,handle_request()RECEIVED_MOVE,move, ,1,7,11.45,13.25,1.3156,-2.35598,11.45,111102793411750,140723380840072,140723380840080,140723380840208,140723380840208,123890119073920,3,140723380841176,n/a,7, 
20260723-010550,server,CLI-20260723-010550,handle_request()RECEIVED_MOVE,move, ,1,8,10.4956,12.2952,0.745098,-1.18903,1.35,111102793411750,140723380840072,140723380840080,140723380840208,140723380840208,123890119073920,3,140723380841176,n/a,8, 
20260723-010550,server,CLI-20260723-010550,handle_request()RECEIVED_MOVE,move, ,1,10,10.775,11.5992,0.141471,0.366975,0.75,111102793411750,140723380840072,140723380840080,140723380840208,140723380840208,123890119073920,3,140723380841176,n/a,10, 
20260723-010550,server,CLI-20260723-010550,handle_request()RECEIVED_MOVE,move, ,1,11,10.9151,11.653,0.069603,-0.087538,0.15,111102793411750,140723380840072,140723380840080,140723380840208,140723380840208,123890119073920,3,140723380841176,n/a,11, 
20260723-010646,server,CLI-20260723-010642,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,11.3065,-1.5708,0,109846975933606,140729777563528,140729777563536,140729777563664,140729777563664,126028006154368,3,140729777564632,n/a,2, 
20260723-010646,server,CLI-20260723-010642,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,5.96172,1.5708,0,109846975933606,140729777563528,140729777563536,140729777563664,140729777563664,126028006154368,3,140729777564632,n/a,3, 
20260723-010646,server,CLI-20260723-010642,handle_request()RECEIVED_MOVE,move, ,1,4,1.8835e-06,6,7.75176,1.5708,6,109846975933606,140729777563528,140729777563536,140729777563664,140729777563664,126028006154368,3,140729777564632,n/a,4, 
20260723-010646,server,CLI-20260723-010642,handle_request()RECEIVED_MOVE,move, ,1,5,4.33205e-06,13.8,9.93635,-1.5708,7.8,109846975933606,140729777563528,140729777563536,140729777563664,140729777563664,126028006154368,3,140729777564632,n/a,5, 
20260723-010646,server,CLI-20260723-010642,handle_request()RECEIVED_MOVE,move, ,1,6,7.45552e-06,3.85,16.0566,0,9.95,109846975933606,140729777563528,140729777563536,140729777563664,140729777563664,126028006154368,3,140729777564632,n/a,6, 
20260723-010646,server,CLI-20260723-010642,handle_request()RECEIVED_MOVE,move, ,1,7,16.1,3.85,0.750196,2.75349,16.1,109846975933606,140729777563528,140729777563536,140729777563664,140729777563664,126028006154368,3,140729777564632,n/a,7, 
20260723-010646,server,CLI-20260723-010642,handle_request()RECEIVED_MOVE,move, ,1,9,15.3595,4.15275,1.40021,-0.828194,0.8,109846975933606,140729777563528,140729777563536,140729777563664,140729777563664,126028006154368,3,140729777564632,n/a,9, 
20260723-010646,server,CLI-20260723-010642,handle_request()RECEIVED_MOVE,move, ,1,11,16.34,3.08452,0.87339,0.912989,1.45,109846975933606,140729777563528,140729777563536,140729777563664,140729777563664,126028006154368,3,140729777564632,n/a,11, 
20260723-010701,server,CLI-20260723-010701,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,18.8219,-1.5708,0,101369105779878,140737236943304,140737236943312,140737236943440,140737236943440,131508931780736,3,140737236944408,n/a,2, 
20260723-010701,server,CLI-20260723-010701,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,19.2429,0,0,101369105779878,140737236943304,140737236943312,140737236943440,140737236943440,131508931780736,3,140737236944408,n/a,3, 
20260723-010701,server,CLI-20260723-010701,handle_request()RECEIVED_MOVE,move, ,1,4,19.25,0,11.2192,0,19.25,101369105779878,140737236943304,140737236943312,140737236943440,140737236943440,131508931780736,3,140737236944408,n/a,4, 
20260723-010701,server,CLI-20260723-010701,handle_request()RECEIVED_MOVE,move, ,1,5,30.5,0,19.0427,-1.5708,11.25,101369105779878,140737236943304,140737236943312,140737236943440,140737236943440,131508931780736,3,140737236944408,n/a,5, 
20260723-010701,server,CLI-20260723-010701,handle_request()RECEIVED_MOVE,move, ,1,6,30.5,0,10.6464,3.14159,0,101369105779878,140737236943304,140737236943312,140737236943440,140737236943440,131508931780736,3,140737236944408,n/a,6, 
