timestamp,source,sessionID,current_function,current_command,filename,parent_id,current_id,x,y,distance,direction,distance_moved,instruction_pointer,stack_pointer,frame_pointer,rax,rbx,rcx,rdx,rsi,call_depthobstructed?call_depth,response_time(ns)
20260723-010701,server,CLI-20260723-010701,handle_request()RECEIVED_MOVE,move, ,1,7,30.5,0,0.17306,0.664075,0,101369105779878,140737236943304,140737236943312,140737236943440,140737236943440,131508931780736,3,140737236944408,n/a,7, 
20260723-010701,server,CLI-20260723-010701,handle_request()RECEIVED_MOVE,move, ,1,9,30.6575,0.123266,1.02517,-2.93444,0.2,101369105779878,140737236943304,140737236943312,140737236943440,140737236943440,131508931780736,3,140737236944408,n/a,9, 
20260723-010701,server,CLI-20260723-010701,handle_request()RECEIVED_MOVE,move, ,1,10,30.1193,0.0101443,0.609656,1.27503,0.55,101369105779878,140737236943304,140737236943312,140737236943440,140737236943440,131508931780736,3,140737236944408,n/a,10, 
20260723-010715,server,CLI-20260723-010715,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,14.0745,3.14159,0,101060655439014,140731671956936,140731671956944,140731671957072,140731671957072,135412620845184,3,140731671958040,n/a,2, 
20260723-010715,server,CLI-20260723-010715,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,8.39586,0,0,101060655439014,140731671956936,140731671956944,140731671957072,140731671957072,135412620845184,3,140731671958040,n/a,3, 
20260723-010715,server,CLI-20260723-010715,handle_request()RECEIVED_MOVE,move, ,1,4,8.4,0,14.2345,1.5708,8.4,101060655439014,140731671956936,140731671956944,140731671957072,140731671957072,135412620845184,3,140731671958040,n/a,4, 
20260723-010715,server,CLI-20260723-010715,handle_request()RECEIVED_MOVE,move, ,1,5,8.4,14.25,8.11985,1.5708,14.25,101060655439014,140731671956936,140731671956944,140731671957072,140731671957072,135412620845184,3,140731671958040,n/a,5, 
20260723-010715,server,CLI-20260723-010715,handle_request()RECEIVED_MOVE,move, ,1,6,8.40001,22.4,15.5036,1.5708,8.15,101060655439014,140731671956936,140731671956944,140731671957072,140731671957072,135412620845184,3,140731671958040,n/a,6, 
20260723-010715,server,CLI-20260723-010715,handle_request()RECEIVED_MOVE,move, ,1,7,8.40001,37.95,1.82569,-2.11957,15.55,101060655439014,140731671956936,140731671956944,140731671957072,140731671957072,135412620845184,3,140731671958040,n/a,7, 
20260723-010715,server,CLI-20260723-010715,handle_request()RECEIVED_MOVE,move, ,1,8,7.43498,36.3716,1.58835,-0.150606,1.85,101060655439014,140731671956936,140731671956944,140731671957072,140731671957072,135412620845184,3,140731671958040,n/a,8, 
20260723-010715,server,CLI-20260723-010715,handle_request()RECEIVED_MOVE,move, ,1,9,9.01687,36.1316,1.62461,-1.44718,1.6,101060655439014,140731671956936,140731671956944,140731671957072,140731671957072,135412620845184,3,140731671958040,n/a,9, 
20260723-010715,server,CLI-20260723-010715,handle_request()RECEIVED_MOVE,move, ,1,10,9.22032,34.4942,0.622196,0.950669,1.65,101060655439014,140731671956936,140731671956944,140731671957072,140731671957072,135412620845184,3,140731671958040,n/a,10, 
20260723-010715,server,CLI-20260723-010715,handle_request()RECEIVED_MOVE,move, ,1,11,9.59806,35.0231,1.96739,2.55393,0.65,101060655439014,140731671956936,140731671956944,140731671957072,140731671957072,135412620845184,3,140731671958040,n/a,11, 
20260723-010730,server,CLI-20260723-010730,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,14.1593,3.14159,0,104982037580966,140730164452808,140730164452816,140730164452944,140730164452944,124030567440512,3,140730164453912,n/a,2, 
20260723-010730,server,CLI-20260723-010730,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,10.7415,1.5708,0,104982037580966,140730164452808,140730164452816,140730164452944,140730164452944,124030567440512,3,140730164453912,n/a,3, 
20260723-010730,server,CLI-20260723-010730,handle_request()RECEIVED_MOVE,move, ,1,4,3.3746e-06,10.75,8.49723,0,10.75,104982037580966,140730164452808,140730164452816,140730164452944,140730164452944,124030567440512,3,140730164453912,n/a,4, 
20260723-010730,server,CLI-20260723-010730,handle_request()RECEIVED_MOVE,move, ,1,5,8.5,10.75,7.41519,-1.5708,8.5,104982037580966,140730164452808,140730164452816,140730164452944,140730164452944,124030567440512,3,140730164453912,n/a,5, 
20260723-010730,server,CLI-20260723-010730,handle_request()RECEIVED_MOVE,move, ,1,6,8.50001,3.3,16.8492,-1.5708,7.45,104982037580966,140730164452808,140730164452816,140730164452944,140730164452944,124030567440512,3,140730164453912,n/a,6, 
20260723-010730,server,CLI-20260723-010730,handle_request()RECEIVED_MOVE,move, ,1,7,8.50001,0.05,0.581786,-1.66464,3.25,104982037580966,140730164452808,140730164452816,140730164452944,140730164452944,124030567440512,3,140730164453912,n/a,7, 
20260723-010730,server,CLI-20260723-010730,handle_request()RECEIVED_MOVE,move, ,1,8,8.49532,0.000220028,1.82155,-1.64969,0.05,104982037580966,140730164452808,140730164452816,140730164452944,140730164452944,124030567440512,3,140730164453912,n/a,8, 
20260723-010730,server,CLI-20260723-010730,handle_request()RECEIVED_MOVE,move, ,1,9,8.49532,0.000220028,1.6256,3.00131,0,104982037580966,140730164452808,140730164452816,140730164452944,140730164452944,124030567440512,3,140730164453912,n/a,9, 
20260723-010730,server,CLI-20260723-010730,handle_request()RECEIVED_MOVE,move, ,1,10,6.86153,0.230928,1.11804,-0.827809,1.65,104982037580966,140730164452808,140730164452816,140730164452944,140730164452944,124030567440512,3,140730164453912,n/a,10, 
20260723-010730,server,CLI-20260723-010730,handle_request()RECEIVED_MOVE,move, ,1,11,7.06448,0.00999252,1.87774,3.06924,0.3,104982037580966,140730164452808,140730164452816,140730164452944,140730164452944,124030567440512,3,140730164453912,n/a,11, 
20260723-010744,server,CLI-20260723-010744,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,10.1644,1.5708,0,101612629163174,140728249131576,140728249131584,140728249131712,140728249131712,135894846267520,3,140728249132680,n/a,2, 
20260723-010744,server,CLI-20260723-010744,handle_request()RECEIVED_MOVE,move, ,1,3,3.20195e-06,10.2,7.09602,3.14159,10.2,101612629163174,140728249131576,140728249131584,140728249131712,140728249131712,135894846267520,3,140728249132680,n/a,3, 
20260723-010744,server,CLI-20260723-010744,handle_request()RECEIVED_MOVE,move, ,1,4,3.20195e-06,10.2,11.2393,1.5708,0,101612629163174,140728249131576,140728249131584,140728249131712,140728249131712,135894846267520,3,140728249132680,n/a,4, 
20260723-010744,server,CLI-20260723-010744,handle_request()RECEIVED_MOVE,move, ,1,5,6.73351e-06,21.45,11.8128,1.5708,11.25,101612629163174,140728249131576,140728249131584,140728249131712,140728249131712,135894846267520,3,140728249132680,n/a,5, 
20260723-010744,server,CLI-20260723-010744,handle_request()RECEIVED_MOVE,move, ,1,6,1.04534e-05,33.3,14.1988,1.5708,11.85,101612629163174,140728249131576,140728249131584,140728249131712,140728249131712,135894846267520,3,140728249132680,n/a,6, 
20260723-010744,server,CLI-20260723-010744,handle_request()RECEIVED_MOVE,move, ,1,7,1.4911e-05,47.5,1.19676,-2.83255,14.2,101612629163174,140728249131576,140728249131584,140728249131712,140728249131712,135894846267520,3,140728249132680,n/a,7, 
20260723-010744,server,CLI-20260723-010744,handle_request()RECEIVED_MOVE,move, ,1,8,1.4911e-05,47.5,1.86245,1.68321,0,101612629163174,140728249131576,140728249131584,140728249131712,140728249131712,135894846267520,3,140728249132680,n/a,8, 
20260723-010744,server,CLI-20260723-010744,handle_request()RECEIVED_MOVE,move, ,1,9,1.4911e-05,47.5,0.10021,-2.14595,0,101612629163174,140728249131576,140728249131584,140728249131712,140728249131712,135894846267520,3,140728249132680,n/a,9, 
20260723-010744,server,CLI-20260723-010744,handle_request()RECEIVED_MOVE,move, ,1,10,1.4911e-05,47.5,1.34833,-2.12828,0,101612629163174,140728249131576,140728249131584,140728249131712,140728249131712,135894846267520,3,140728249132680,n/a,10, 
20260723-010838,server,CLI-20260723-010837,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,8.65064,3.14159,0,101657330449574,140723207743768,140723207743776,140723207743904,140723207743904,136360709709952,3,140723207744872,n/a,2, 
20260723-010838,server,CLI-20260723-010837,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,8.23288,1.5708,0,101657330449574,140723207743768,140723207743776,140723207743904,140723207743904,136360709709952,3,140723207744872,n/a,3, 
20260723-010838,server,CLI-20260723-010837,handle_request()RECEIVED_MOVE,move, ,1,4,2.58981e-06,8.25,18.6918,-1.5708,8.25,101657330449574,140723207743768,140723207743776,140723207743904,140723207743904,136360709709952,3,140723207744872,n/a,4, 
20260723-010838,server,CLI-20260723-010837,handle_request()RECEIVED_MOVE,move, ,1,5,5.16393e-06,0.05,7.58063,0,8.2,101657330449574,140723207743768,140723207743776,140723207743904,140723207743904,136360709709952,3,140723207744872,n/a,5, 
20260723-010838,server,CLI-20260723-010837,handle_request()RECEIVED_MOVE,move, ,1,6,7.60001,0.05,14.0907,1.5708,7.6,101657330449574,140723207743768,140723207743776,140723207743904,140723207743904,136360709709952,3,140723207744872,n/a,6, 
20260723-010838,server,CLI-20260723-010837,handle_request()RECEIVED_MOVE,move, ,1,7,7.60001,14.15,0.858178,-2.16284,14.1,101657330449574,140723207743768,140723207743776,140723207743904,140723207743904,136360709709952,3,140723207744872,n/a,7, 
20260723-010838,server,CLI-20260723-010837,handle_request()RECEIVED_MOVE,move, ,1,8,7.09776,13.4032,0.383112,1.664,0.9,101657330449574,140723207743768,140723207743776,140723207743904,140723207743904,136360709709952,3,140723207744872,n/a,8, 
20260723-010838,server,CLI-20260723-010837,handle_request()RECEIVED_MOVE,move, ,1,9,7.06053,13.8014,1.48891,2.87194,0.4,101657330449574,140723207743768,140723207743776,140723207743904,140723207743904,136360709709952,3,140723207744872,n/a,9, 
20260723-010838,server,CLI-20260723-010837,handle_request()RECEIVED_MOVE,move, ,1,10,5.61473,14.201,0.656281,-0.428056,1.5,101657330449574,140723207743768,140723207743776,140723207743904,140723207743904,136360709709952,3,140723207744872,n/a,10, 
20260723-010838,server,CLI-20260723-010837,handle_request()RECEIVED_MOVE,move, ,1,11,6.25158,13.9105,1.83313,-2.23864,0.7,101657330449574,140723207743768,140723207743776,140723207743904,140723207743904,136360709709952,3,140723207744872,n/a,11, 
20260723-010857,server,CLI-20260723-010852,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,8.43241,-1.5708,0,97159370226854,140735275494008,140735275494016,140735275494144,140735275494144,140302097178752,3,140735275495112,n/a,2, 
20260723-010857,server,CLI-20260723-010852,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,12.5865,1.5708,0,97159370226854,140735275494008,140735275494016,140735275494144,140735275494144,140302097178752,3,140735275495112,n/a,3, 
20260723-010857,server,CLI-20260723-010852,handle_request()RECEIVED_MOVE,move, ,1,4,3.95535e-06,12.6,7.38287,1.5708,12.6,97159370226854,140735275494008,140735275494016,140735275494144,140735275494144,140302097178752,3,140735275495112,n/a,4, 
20260723-010857,server,CLI-20260723-010852,handle_request()RECEIVED_MOVE,move, ,1,5,6.27833e-06,20,8.4859,0,7.4,97159370226854,140735275494008,140735275494016,140735275494144,140735275494144,140302097178752,3,140735275495112,n/a,5, 
20260723-010857,server,CLI-20260723-010852,handle_request()RECEIVED_MOVE,move, ,1,6,8.50001,20,6.41668,1.5708,8.5,97159370226854,140735275494008,140735275494016,140735275494144,140735275494144,140302097178752,3,140735275495112,n/a,6, 
20260723-010857,server,CLI-20260723-010852,handle_request()RECEIVED_MOVE,move, ,1,7,8.50001,26.45,1.02275,1.67232,6.45,97159370226854,140735275494008,140735275494016,140735275494144,140735275494144,140302097178752,3,140735275495112,n/a,7, 
20260723-010857,server,CLI-20260723-010852,handle_request()RECEIVED_MOVE,move, ,1,8,8.39359,27.4946,0.840066,0.329951,1.05,97159370226854,140735275494008,140735275494016,140735275494144,140735275494144,140302097178752,3,140735275495112,n/a,8, 
20260723-010857,server,CLI-20260723-010852,handle_request()RECEIVED_MOVE,move, ,1,9,9.19774,27.77,1.59618,-0.428501,0.85,97159370226854,140735275494008,140735275494016,140735275494144,140735275494144,140302097178752,3,140735275495112,n/a,9, 
20260723-010857,server,CLI-20260723-010852,handle_request()RECEIVED_MOVE,move, ,1,10,10.6531,27.1052,1.7413,1.82575,1.6,97159370226854,140735275494008,140735275494016,140735275494144,140735275494144,140302097178752,3,140735275495112,n/a,10, 
20260723-010857,server,CLI-20260723-010852,handle_request()RECEIVED_MOVE,move, ,1,11,10.2117,28.7986,0.629299,-1.65832,1.75,97159370226854,140735275494008,140735275494016,140735275494144,140735275494144,140302097178752,3,140735275495112,n/a,11, 
20260723-010924,server,CLI-20260723-010919,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,7.27206,1.5708,0,105138405686438,140721409400984,140721409400992,140721409401120,140721409401120,131441812430976,3,140721409402088,n/a,2, 
20260723-010924,server,CLI-20260723-010919,handle_request()RECEIVED_MOVE,move, ,1,3,2.29159e-06,7.3,19.7276,0,7.3,105138405686438,140721409400984,140721409400992,140721409401120,140721409401120,131441812430976,3,140721409402088,n/a,3, 
20260723-010924,server,CLI-20260723-010919,handle_request()RECEIVED_MOVE,move, ,1,4,19.75,7.3,14.9026,0,19.75,105138405686438,140721409400984,140721409400992,140721409401120,140721409401120,131441812430976,3,140721409402088,n/a,4, 
20260723-010924,server,CLI-20260723-010919,handle_request()RECEIVED_MOVE,move, ,1,5,34.7,7.3,11.1508,3.14159,14.95,105138405686438,140721409400984,140721409400992,140721409401120,140721409401120,131441812430976,3,140721409402088,n/a,5, 
20260723-010924,server,CLI-20260723-010919,handle_request()RECEIVED_MOVE,move, ,1,6,23.5,7.3,19.6568,0,11.2,105138405686438,140721409400984,140721409400992,140721409401120,140721409401120,131441812430976,3,140721409402088,n/a,6, 
20260723-010924,server,CLI-20260723-010919,handle_request()RECEIVED_MOVE,move, ,1,8,43.2,7.3,0.190476,0.279844,19.7,105138405686438,140721409400984,140721409400992,140721409401120,140721409401120,131441812430976,3,140721409402088,n/a,8, 
20260723-010924,server,CLI-20260723-010919,handle_request()RECEIVED_MOVE,move, ,1,10,43.3922,7.35524,0.09758,-1.47613,0.2,105138405686438,140721409400984,140721409400992,140721409401120,140721409401120,131441812430976,3,140721409402088,n/a,10, 
20260723-010955,server,CLI-20260723-010955,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,17.1851,-1.5708,0,97993876274342,140720692512648,140720692512656,140720692512784,140720692512784,124596704108672,3,140720692513752,n/a,2, 
20260723-010955,server,CLI-20260723-010955,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,17.7605,0,0,97993876274342,140720692512648,140720692512656,140720692512784,140720692512784,124596704108672,3,140720692513752,n/a,3, 
20260723-010955,server,CLI-20260723-010955,handle_request()RECEIVED_MOVE,move, ,1,4,17.8,0,15.4486,-1.5708,17.8,97993876274342,140720692512648,140720692512656,140720692512784,140720692512784,124596704108672,3,140720692513752,n/a,4, 
20260723-010955,server,CLI-20260723-010955,handle_request()RECEIVED_MOVE,move, ,1,5,17.8,0,19.8632,3.14159,0,97993876274342,140720692512648,140720692512656,140720692512784,140720692512784,124596704108672,3,140720692513752,n/a,5, 
20260723-010955,server,CLI-20260723-010955,handle_request()RECEIVED_MOVE,move, ,1,6,17.8,0,17.7671,1.5708,0,97993876274342,140720692512648,140720692512656,140720692512784,140720692512784,124596704108672,3,140720692513752,n/a,6, 
20260723-010955,server,CLI-20260723-010955,handle_request()RECEIVED_MOVE,move, ,1,7,17.8,17.8,1.922,1.27031,17.8,97993876274342,140720692512648,140720692512656,140720692512784,140720692512784,124596704108672,3,140720692513752,n/a,7, 
20260723-010955,server,CLI-20260723-010955,handle_request()RECEIVED_MOVE,move, ,1,8,18.3772,19.6626,1.07775,-2.4913,1.95,97993876274342,140720692512648,140720692512656,140720692512784,140720692512784,124596704108672,3,140720692513752,n/a,8, 
20260723-010955,server,CLI-20260723-010955,handle_request()RECEIVED_MOVE,move, ,1,9,17.5017,18.9967,0.72617,2.09783,1.1,97993876274342,140720692512648,140720692512656,140720692512784,140720692512784,124596704108672,3,140720692513752,n/a,9, 
20260723-010955,server,CLI-20260723-010955,handle_request()RECEIVED_MOVE,move, ,1,10,17.1245,19.6449,0.343633,-1.63192,0.75,97993876274342,140720692512648,140720692512656,140720692512784,140720692512784,124596704108672,3,140720692513752,n/a,10, 
20260723-010955,server,CLI-20260723-010955,handle_request()RECEIVED_MOVE,move, ,1,11,17.1031,19.2955,0.698061,1.38938,0.35,97993876274342,140720692512648,140720692512656,140720692512784,140720692512784,124596704108672,3,140720692513752,n/a,11, 
20260723-011015,server,CLI-20260723-011014,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,1997.63,1.39674,0,104207806426278,140720560399656,140720560399664,140720560399792,140720560399792,134930938585216,3,140720560400760,n/a,2, 
20260723-011015,server,CLI-20260723-011014,handle_request()RECEIVED_MOVE,move, ,1,3,17.5779,99.9663,4330.98,-0.120223,101.5,104207806426278,140720560399656,140720560399664,140720560399792,140720560399792,134930938585216,3,140720560400760,n/a,3, 
20260723-011015,server,CLI-20260723-011014,handle_request()RECEIVED_MOVE,move, ,1,4,99.9789,90.0118,6569.49,0.331914,83,104207806426278,140720560399656,140720560399664,140720560399792,140720560399792,134930938585216,3,140720560400760,n/a,4, 
20260723-011015,server,CLI-20260723-011014,handle_request()RECEIVED_MOVE,move, ,1,5,99.9789,90.0118,5492.3,-0.708182,0,104207806426278,140720560399656,140720560399664,140720560399792,140720560399792,134930938585216,3,140720560400760,n/a,5, 
